Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,89,88,87,6843
female,group D,some high school,standard,none,married,never,yes,3.0,school_bus,< 5,43,50,51,6844
female,group C,some college,standard,none,single,regularly,no,3.0,school_bus,> 10,75,72,74,6845
male,group A,master's degree,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,89,95,89,6846
male,group B,high school,standard,none,married,sometimes,no,1.0,private,5 - 10,79,80,71,6847
male,group E,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,85,72,69,6848
male,group D,bachelor's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,98,100,100,6849
female,group B,associate's degree,standard,none,single,regularly,yes,0.0,private,> 10,63,71,70,6850
female,group B,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,26,38,39,6851
female,group D,some college,standard,none,divorced,never,yes,0.0,school_bus,5 - 10,51,60,60,6852
male,group E,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,67,70,61,6853
female,group B,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,79,81,85,6854
male,group A,some college,standard,completed,married,sometimes,yes,1.0,private,5 - 10,84,74,79,6855
female,group D,some high school,standard,none,married,regularly,no,3.0,school_bus,5 - 10,87,98,95,6856
male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,> 10,77,75,75,6857
female,group C,some college,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,53,73,75,6858
female,group B,high school,free/reduced,none,divorced,regularly,yes,0.0,private,< 5,38,46,47,6859
female,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,63,74,71,6860
female,group D,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,93,94,92,6861
male,group C,some high school,standard,none,married,regularly,yes,4.0,school_bus,> 10,50,52,47,6862
male,group C,bachelor's degree,standard,none,married,sometimes,no,2.0,private,> 10,77,72,68,6863
female,group B,some high school,standard,none,married,sometimes,no,1.0,school_bus,< 5,56,61,61,6864
male,group C,some college,free/reduced,none,single,sometimes,no,3.0,school_bus,5 - 10,78,72,64,6865
male,group B,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,81,64,67,6866
female,group E,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,61,72,74,6867
male,group C,high school,standard,none,married,sometimes,no,1.0,private,< 5,51,62,50,6868
female,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,> 10,66,79,77,6869
male,group D,some college,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,66,64,64,6870
male,group C,bachelor's degree,free/reduced,completed,divorced,regularly,yes,3.0,school_bus,> 10,89,100,98,6871
female,group B,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,82,91,87,6872
female,group D,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,< 5,55,61,63,6873
female,group B,high school,standard,none,divorced,sometimes,yes,0.0,private,< 5,53,63,54,6874
female,group B,some college,standard,none,married,sometimes,yes,4.0,school_bus,< 5,67,79,75,6875
female,group D,associate's degree,standard,completed,married,sometimes,yes,1.0,private,< 5,65,74,81,6876
male,group C,associate's degree,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,77,73,82,6877
female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,36,37,37,6878
male,group D,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,97,80,86,6879
male,group C,master's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,82,79,79,6880
male,group D,some college,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,49,29,34,6881
female,group E,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,60,68,65,6882
male,group D,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,97,99,98,6883
female,group B,high school,free/reduced,none,married,regularly,yes,0.0,school_bus,5 - 10,39,52,49,6884
female,group D,some high school,standard,completed,married,regularly,yes,3.0,school_bus,> 10,88,100,100,6885
female,group C,high school,standard,none,widowed,never,yes,3.0,private,5 - 10,50,58,53,6886
male,group D,some college,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,65,70,67,6887
male,group E,some high school,standard,none,married,regularly,yes,3.0,school_bus,< 5,82,72,72,6888
male,group E,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,90,82,71,6889
male,group C,some college,standard,none,divorced,sometimes,yes,2.0,private,> 10,70,52,52,6890
male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,75,65,66,6891
female,group C,high school,free/reduced,none,single,sometimes,no,2.0,school_bus,> 10,59,65,63,6892
female,group C,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,62,63,61,6893
male,group B,master's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,59,67,55,6894
female,group E,bachelor's degree,standard,none,married,sometimes,no,2.0,school_bus,< 5,77,84,82,6895
female,group C,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,64,75,73,6896
male,group B,associate's degree,free/reduced,none,married,regularly,no,2.0,private,5 - 10,61,58,53,6897
male,group B,some high school,standard,none,divorced,sometimes,yes,0.0,private,< 5,66,67,61,6898
male,group D,master's degree,standard,completed,single,sometimes,yes,0.0,school_bus,< 5,74,73,73,6899
male,group C,some high school,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,81,71,70,6900
female,group D,high school,standard,completed,widowed,sometimes,yes,4.0,school_bus,5 - 10,95,100,100,6901
female,group C,master's degree,standard,completed,married,regularly,yes,2.0,school_bus,< 5,82,97,97,6902
male,group B,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,54,61,55,6903
male,group D,some college,standard,completed,married,regularly,no,3.0,private,< 5,64,66,71,6904
male,group D,master's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,83,78,72,6905
male,group A,high school,standard,none,married,never,yes,2.0,school_bus,> 10,76,67,63,6906
female,group E,high school,standard,none,married,never,yes,4.0,private,5 - 10,63,71,66,6907
male,group E,some high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,78,74,65,6908
male,group D,some college,standard,none,married,regularly,yes,0.0,private,5 - 10,77,62,59,6909
male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,< 5,69,54,61,6910
male,group C,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,48,47,45,6911
male,group D,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,46,44,38,6912
male,group B,associate's degree,standard,completed,married,sometimes,yes,0.0,school_bus,< 5,69,68,71,6913
female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,< 5,65,76,72,6914
male,group D,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,68,66,59,6915
female,group B,high school,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,75,89,80,6916
female,group C,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2.0,school_bus,5 - 10,75,84,91,6917
female,group B,high school,standard,completed,single,sometimes,no,1.0,school_bus,< 5,68,74,76,6918
male,group C,high school,standard,completed,single,never,yes,1.0,school_bus,5 - 10,69,66,68,6919
male,group C,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,67,56,52,6920
female,group D,master's degree,standard,completed,divorced,never,yes,2.0,private,< 5,78,89,97,6921
male,group E,associate's degree,standard,none,single,regularly,no,2.0,school_bus,< 5,84,75,73,6922
female,group B,high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,63,74,75,6923
male,group C,high school,standard,none,married,regularly,yes,2.0,private,5 - 10,76,73,67,6924
male,group C,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,60,61,59,6925
female,group C,master's degree,standard,completed,married,sometimes,no,2.0,school_bus,5 - 10,77,97,95,6926
male,group E,high school,standard,none,married,regularly,no,2.0,school_bus,5 - 10,98,86,83,6927
female,group B,some high school,free/reduced,completed,single,regularly,yes,4.0,school_bus,> 10,35,42,48,6928
female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,39,55,48,6929
male,group C,associate's degree,free/reduced,completed,married,regularly,yes,2.0,private,5 - 10,87,90,88,6930
male,group B,associate's degree,standard,completed,single,sometimes,yes,4.0,school_bus,5 - 10,70,64,62,6931
male,group B,some college,standard,none,divorced,sometimes,no,3.0,private,5 - 10,54,42,40,6932
female,group D,high school,standard,none,single,sometimes,no,3.0,private,5 - 10,58,63,69,6933
female,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,> 10,66,76,70,6934
male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,71,68,65,6935
female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,40,47,45,6936
male,group C,bachelor's degree,free/reduced,none,married,regularly,no,6.0,school_bus,5 - 10,51,54,41,6937
male,group E,some college,free/reduced,completed,married,sometimes,yes,0.0,school_bus,< 5,82,88,85,6938
female,group C,some college,standard,completed,single,regularly,yes,1.0,school_bus,< 5,75,82,82,6939
female,group B,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,37,56,55,6940
male,group C,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,> 10,71,75,79,6941
male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,62,68,64,6942
male,group B,some high school,standard,completed,widowed,sometimes,yes,2.0,school_bus,5 - 10,85,77,78,6943
male,group B,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,52,52,47,6944
male,group D,bachelor's degree,standard,completed,married,regularly,yes,0.0,school_bus,< 5,82,79,86,6945
male,group E,associate's degree,standard,none,married,never,yes,2.0,school_bus,< 5,80,74,71,6946
male,group D,some college,free/reduced,completed,married,regularly,yes,3.0,private,< 5,51,48,56,6947
male,group D,some high school,standard,none,single,regularly,yes,1.0,private,5 - 10,79,61,60,6948
female,group A,bachelor's degree,standard,none,single,regularly,no,3.0,private,5 - 10,52,62,57,6949
male,group E,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,87,79,76,6950
male,group C,bachelor's degree,standard,completed,married,never,yes,1.0,school_bus,5 - 10,86,80,80,6951
female,group C,associate's degree,free/reduced,completed,married,never,yes,3.0,private,5 - 10,43,68,66,6952
male,group A,associate's degree,standard,completed,single,sometimes,no,4.0,private,5 - 10,68,71,69,6953
male,group D,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,81,81,84,6954
female,group D,associate's degree,standard,none,divorced,regularly,no,3.0,school_bus,< 5,77,78,86,6955
male,group C,master's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,61,61,60,6956
male,group D,some college,standard,none,married,regularly,no,2.0,private,< 5,79,72,72,6957
female,group B,some college,standard,completed,married,regularly,no,3.0,school_bus,5 - 10,53,59,63,6958
male,group B,some college,standard,none,single,regularly,yes,2.0,private,> 10,70,71,70,6959
male,group B,associate's degree,free/reduced,none,married,never,yes,2.0,private,5 - 10,46,40,38,6960
male,group C,bachelor's degree,free/reduced,none,single,never,no,4.0,school_bus,< 5,59,59,47,6961
female,group B,some college,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,32,37,36,6962
female,group C,some college,free/reduced,none,married,regularly,yes,2.0,private,> 10,56,53,55,6963
female,group C,some high school,free/reduced,none,single,sometimes,yes,2.0,private,< 5,43,49,50,6964
male,group C,some high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,65,60,56,6965
male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,65,58,61,6966
female,group C,high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,24,36,32,6967
male,group B,high school,standard,completed,married,regularly,yes,1.0,private,5 - 10,90,89,87,6968
male,group C,some high school,standard,none,married,sometimes,no,1.0,private,5 - 10,55,62,51,6969
female,group C,master's degree,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,42,59,61,6970
female,group E,bachelor's degree,standard,none,married,regularly,no,2.0,school_bus,> 10,100,100,100,6971
male,group C,high school,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,91,87,86,6972
female,group B,some high school,standard,none,single,regularly,no,3.0,school_bus,5 - 10,32,38,36,6973
female,group C,some college,free/reduced,none,married,sometimes,yes,2.0,private,< 5,39,62,64,6974
female,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,65,64,60,6975
female,group E,some high school,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,60,68,67,6976
male,group E,some college,standard,none,single,regularly,yes,0.0,school_bus,< 5,60,46,46,6977
male,group A,some high school,free/reduced,none,divorced,sometimes,no,2.0,school_bus,5 - 10,59,62,56,6978
female,group C,high school,standard,none,married,regularly,yes,0.0,private,5 - 10,65,68,69,6979
male,group C,high school,standard,none,single,sometimes,no,2.0,school_bus,< 5,64,65,63,6980
female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,private,< 5,50,65,66,6981
female,group B,associate's degree,standard,completed,married,sometimes,yes,1.0,private,5 - 10,53,63,64,6982
male,group C,high school,standard,none,divorced,sometimes,no,4.0,school_bus,5 - 10,47,41,36,6983
female,group B,bachelor's degree,standard,completed,divorced,regularly,no,3.0,school_bus,5 - 10,86,100,99,6984
female,group E,some high school,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,67,72,72,6985
female,group C,some high school,standard,completed,married,regularly,no,1.0,school_bus,< 5,57,72,71,6986
male,group D,some high school,free/reduced,none,married,sometimes,yes,7.0,private,5 - 10,59,60,55,6987
female,group D,bachelor's degree,standard,completed,divorced,regularly,yes,4.0,school_bus,< 5,69,94,96,6988
female,group B,high school,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,46,59,58,6989
male,group B,associate's degree,free/reduced,none,single,regularly,yes,0.0,school_bus,< 5,57,56,59,6990
male,group C,some college,standard,completed,married,sometimes,yes,0.0,private,> 10,78,76,71,6991
female,group E,some high school,standard,none,married,regularly,no,4.0,school_bus,5 - 10,79,86,84,6992
male,group D,some college,standard,none,single,never,yes,0.0,private,5 - 10,89,88,81,6993
male,group D,some high school,free/reduced,completed,married,regularly,no,2.0,private,< 5,63,69,71,6994
female,group C,bachelor's degree,free/reduced,completed,divorced,regularly,no,1.0,private,5 - 10,80,81,83,6995
male,group A,associate's degree,standard,none,married,sometimes,yes,1.0,private,> 10,73,68,70,6996
female,group D,some high school,standard,completed,divorced,sometimes,no,2.0,private,> 10,33,46,46,6997
male,group C,bachelor's degree,free/reduced,none,divorced,sometimes,no,2.0,private,> 10,71,58,61,6998
male,group E,bachelor's degree,standard,completed,married,never,yes,3.0,private,5 - 10,80,79,80,6999
female,group B,associate's degree,standard,completed,divorced,never,yes,3.0,private,5 - 10,65,65,73,7000
female,group B,some high school,standard,completed,single,regularly,yes,1.0,private,5 - 10,69,75,76,7001
male,group C,master's degree,standard,none,divorced,regularly,no,3.0,private,5 - 10,67,65,63,7002
female,group C,some high school,standard,none,divorced,sometimes,no,3.0,private,5 - 10,66,73,70,7003
female,group D,some college,free/reduced,none,single,sometimes,no,5.0,school_bus,5 - 10,63,73,67,7004
female,group E,associate's degree,free/reduced,none,single,regularly,yes,4.0,private,5 - 10,69,69,71,7005
female,group A,bachelor's degree,standard,none,married,sometimes,no,3.0,private,5 - 10,57,60,57,7006
female,group C,some high school,free/reduced,none,married,regularly,yes,3.0,private,< 5,46,49,50,7007
female,group E,associate's degree,free/reduced,none,married,sometimes,yes,3.0,school_bus,> 10,50,62,60,7008
male,group C,some high school,standard,none,married,regularly,yes,3.0,private,5 - 10,80,71,72,7009
female,group C,some college,free/reduced,none,divorced,regularly,yes,2.0,private,5 - 10,61,73,71,7010
female,group C,associate's degree,standard,none,married,sometimes,no,5.0,private,5 - 10,68,79,74,7011
female,group D,some college,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,51,55,57,7012
male,group B,associate's degree,standard,none,married,never,yes,5.0,school_bus,5 - 10,62,58,51,7013
female,group D,bachelor's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,59,77,70,7014
female,group D,high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,57,66,64,7015
male,group D,high school,free/reduced,completed,married,regularly,yes,1.0,school_bus,< 5,80,75,83,7016
female,group B,bachelor's degree,standard,none,divorced,never,no,7.0,school_bus,5 - 10,52,68,66,7017
female,group B,some college,standard,completed,divorced,never,yes,3.0,private,5 - 10,75,80,80,7018
female,group B,some college,free/reduced,none,single,never,no,2.0,school_bus,5 - 10,47,62,57,7019
female,group B,some high school,free/reduced,none,divorced,never,no,2.0,private,< 5,52,56,55,7020
female,group C,high school,standard,none,divorced,regularly,yes,4.0,school_bus,5 - 10,75,91,90,7021
male,group D,high school,free/reduced,none,divorced,never,no,1.0,private,5 - 10,52,54,48,7022
female,group E,associate's degree,free/reduced,none,divorced,sometimes,no,2.0,private,5 - 10,77,65,66,7023
female,group B,bachelor's degree,standard,completed,married,regularly,no,1.0,private,5 - 10,71,82,88,7024
female,group D,bachelor's degree,standard,completed,single,regularly,no,1.0,private,< 5,48,62,62,7025
female,group D,associate's degree,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,88,100,100,7026
male,group D,high school,standard,none,divorced,never,yes,3.0,school_bus,< 5,61,62,54,7027
female,group C,high school,free/reduced,none,married,regularly,no,3.0,school_bus,5 - 10,66,72,67,7028
female,group C,some high school,standard,none,married,regularly,no,3.0,private,> 10,73,78,75,7029
female,group D,associate's degree,standard,none,divorced,regularly,yes,1.0,school_bus,< 5,71,85,84,7030
male,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,66,68,70,7031
male,group C,associate's degree,standard,none,divorced,sometimes,no,2.0,school_bus,< 5,90,76,78,7032
male,group C,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,59,48,51,7033
male,group D,some high school,free/reduced,completed,married,sometimes,yes,4.0,school_bus,> 10,42,50,48,7034
female,group A,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,57,70,68,7035
female,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,< 5,79,84,84,7036
male,group C,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,65,61,56,7037
female,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,90,95,99,7038
male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,96,87,90,7039
female,group C,bachelor's degree,standard,none,widowed,regularly,yes,2.0,school_bus,< 5,62,66,67,7040
male,group B,high school,standard,completed,single,sometimes,yes,1.0,private,< 5,49,40,40,7041
female,group B,associate's degree,free/reduced,completed,divorced,never,yes,2.0,private,5 - 10,53,70,74,7042
male,group D,high school,standard,none,married,sometimes,no,3.0,private,5 - 10,68,61,60,7043
female,group A,associate's degree,standard,completed,divorced,sometimes,yes,1.0,school_bus,> 10,73,78,82,7044
female,group C,some college,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,48,57,57,7045
female,group C,master's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,68,86,85,7046
male,group D,some college,standard,none,single,sometimes,yes,0.0,private,> 10,79,84,78,7047
male,group B,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,45,55,54,7048
female,group E,some college,standard,none,married,sometimes,no,2.0,private,< 5,52,66,63,7049
female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,45,55,49,7050
female,group C,some college,standard,completed,married,sometimes,no,3.0,private,5 - 10,79,86,84,7051
female,group E,some high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,86,87,78,7052
male,group B,some high school,standard,completed,divorced,sometimes,yes,5.0,private,5 - 10,76,76,72,7053
female,group E,master's degree,free/reduced,completed,divorced,sometimes,no,3.0,school_bus,5 - 10,58,73,77,7054
male,group A,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,77,82,82,7055
male,group C,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,76,71,71,7056
male,group D,master's degree,standard,none,single,regularly,yes,2.0,private,< 5,85,78,78,7057
male,group E,associate's degree,free/reduced,completed,married,regularly,no,3.0,private,5 - 10,88,75,78,7058
female,group C,associate's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,53,66,60,7059
female,group A,some high school,standard,none,married,sometimes,no,2.0,private,< 5,68,73,71,7060
male,group E,master's degree,standard,none,divorced,regularly,yes,2.0,private,5 - 10,68,51,62,7061
male,group D,bachelor's degree,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,84,81,87,7062
female,group D,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,86,99,100,7063
female,group C,associate's degree,standard,none,single,sometimes,yes,3.0,private,< 5,45,60,52,7064
male,group B,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,73,77,68,7065
female,group B,some high school,standard,none,married,regularly,yes,5.0,school_bus,5 - 10,45,51,51,7066
male,group C,some college,standard,completed,married,regularly,yes,0.0,school_bus,< 5,82,74,71,7067
female,group A,high school,free/reduced,completed,married,sometimes,no,7.0,private,> 10,54,77,78,7068
male,group D,high school,standard,none,married,regularly,no,3.0,private,> 10,65,64,63,7069
female,group C,some high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,73,75,83,7070
female,group E,high school,standard,none,divorced,regularly,no,5.0,school_bus,< 5,51,56,52,7071
female,group D,associate's degree,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,55,55,64,7072
female,group C,some high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,37,50,42,7073
male,group D,some high school,standard,completed,married,regularly,no,5.0,private,5 - 10,55,62,54,7074
female,group E,some college,free/reduced,completed,married,regularly,yes,4.0,school_bus,< 5,71,86,88,7075
female,group D,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,71,78,83,7076
male,group B,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,70,72,64,7077
male,group A,high school,free/reduced,completed,married,sometimes,yes,2.0,school_bus,5 - 10,77,90,81,7078
male,group D,master's degree,free/reduced,completed,married,regularly,no,4.0,private,> 10,75,61,69,7079
female,group E,high school,standard,none,single,sometimes,yes,2.0,school_bus,> 10,82,86,83,7080
female,group D,high school,free/reduced,none,divorced,regularly,yes,1.0,private,5 - 10,45,63,59,7081
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,56,71,70,7082
female,group D,some high school,standard,none,divorced,regularly,yes,3.0,school_bus,5 - 10,61,70,66,7083
male,group B,bachelor's degree,standard,none,married,regularly,no,3.0,private,> 10,63,54,52,7084
male,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,> 10,77,67,71,7085
male,group D,high school,standard,none,divorced,sometimes,no,5.0,school_bus,< 5,59,61,55,7086
female,group D,high school,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,32,32,35,7087
female,group E,high school,standard,none,single,never,no,4.0,school_bus,5 - 10,59,68,66,7088
female,group E,high school,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,62,59,57,7089
female,group D,some college,standard,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,73,84,78,7090
male,group D,associate's degree,standard,none,single,sometimes,yes,1.0,private,> 10,64,65,62,7091
female,group C,associate's degree,standard,completed,married,sometimes,no,3.0,private,5 - 10,51,60,55,7092
male,group E,master's degree,standard,completed,married,never,yes,0.0,school_bus,< 5,69,62,67,7093
female,group B,some college,standard,none,single,regularly,no,3.0,school_bus,< 5,58,64,68,7094
male,group C,associate's degree,free/reduced,none,married,sometimes,no,2.0,private,< 5,68,63,62,7095
male,group B,some high school,standard,none,married,regularly,yes,1.0,school_bus,< 5,58,54,55,7096
male,group C,associate's degree,standard,none,divorced,sometimes,no,3.0,private,< 5,75,78,72,7097
female,group A,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,89,100,100,7098
female,group D,high school,free/reduced,none,married,sometimes,yes,3.0,school_bus,5 - 10,49,61,59,7099
male,group D,high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,75,64,69,7100
female,group C,associate's degree,standard,completed,single,regularly,no,3.0,school_bus,5 - 10,75,85,88,7101
male,group C,high school,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,17,22,15,7102
female,group D,high school,free/reduced,completed,married,sometimes,no,4.0,school_bus,5 - 10,65,75,78,7103
male,group C,associate's degree,standard,completed,married,sometimes,no,2.0,private,5 - 10,80,78,78,7104
male,group C,master's degree,free/reduced,none,married,sometimes,yes,0.0,private,5 - 10,87,80,82,7105
female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,66,72,72,7106
female,group D,high school,standard,none,divorced,never,yes,3.0,school_bus,5 - 10,62,64,70,7107
female,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10,30,46,46,7108
male,group D,some high school,standard,none,single,never,yes,2.0,school_bus,5 - 10,62,55,59,7109
male,group E,high school,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,54,52,49,7110
male,group C,some college,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,98,94,100,7111
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,69,73,75,7112
female,group E,high school,standard,completed,married,never,no,2.0,private,5 - 10,85,88,86,7113
male,group C,high school,standard,none,divorced,regularly,yes,0.0,private,5 - 10,69,62,63,7114
female,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,> 10,74,75,77,7115
female,group D,some high school,free/reduced,none,single,sometimes,no,1.0,school_bus,5 - 10,63,69,69,7116
male,group B,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,64,61,59,7117
male,group D,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,83,77,80,7118
male,group E,some college,free/reduced,none,married,regularly,no,3.0,private,5 - 10,75,63,61,7119
male,group C,some college,standard,completed,married,regularly,no,7.0,private,> 10,79,75,79,7120
male,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,< 5,65,59,56,7121
female,group E,some college,standard,completed,divorced,regularly,yes,3.0,school_bus,> 10,83,87,84,7122
female,group D,some high school,standard,none,single,sometimes,yes,0.0,private,5 - 10,44,49,45,7123
female,group D,associate's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,68,64,72,7124
male,group D,bachelor's degree,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,64,65,66,7125
male,group C,high school,standard,none,married,sometimes,yes,4.0,school_bus,< 5,67,68,68,7126
female,group D,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,44,43,50,7127
female,group C,bachelor's degree,standard,completed,married,never,no,3.0,school_bus,5 - 10,84,95,96,7128
female,group A,some college,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,70,76,80,7129
male,group C,high school,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,66,64,58,7130
female,group C,bachelor's degree,standard,none,married,sometimes,yes,2.0,private,5 - 10,55,63,60,7131
female,group D,some high school,free/reduced,none,married,sometimes,no,3.0,private,> 10,44,57,54,7132
female,group C,associate's degree,standard,none,single,sometimes,yes,3.0,private,> 10,67,69,67,7133
male,group C,some college,standard,none,married,regularly,yes,0.0,school_bus,< 5,64,66,63,7134
male,group B,associate's degree,standard,completed,married,regularly,yes,1.0,private,5 - 10,70,75,72,7135
male,group C,some college,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,65,60,60,7136
